,Wavelength,Throughput
976,1176,0.00739029
977,1177,0.00802406
978,1178,0.0087339
979,1179,0.00949391
980,1180,0.0102926
981,1181,0.0111708
982,1182,0.0121501
983,1183,0.0132558
984,1184,0.0145569
985,1185,0.0159473
986,1186,0.017511
987,1187,0.0193532
988,1188,0.0214477
989,1189,0.0239031
990,1190,0.0268183
991,1191,0.0302011
992,1192,0.034169
993,1193,0.0389109
994,1194,0.0445134
995,1195,0.0514896
996,1196,0.0597423
997,1197,0.0699077
998,1198,0.0825508
999,1199,0.0978019
1000,1200,0.116661
1001,1201,0.14032
1002,1202,0.170257
1003,1203,0.208672
1004,1204,0.256513
1005,1205,0.316603
1006,1206,0.390824
1007,1207,0.475896
1008,1208,0.570758
1009,1209,0.664307
1010,1210,0.739719
1011,1211,0.786611
1012,1212,0.796455
1013,1213,0.770801
1014,1214,0.722674
1015,1215,0.66543
1016,1216,0.604624
1017,1217,0.548704
1018,1218,0.499457
1019,1219,0.456604
1020,1220,0.42018
1021,1221,0.390191
1022,1222,0.364299
1023,1223,0.343891
1024,1224,0.327113
1025,1225,0.312849
1026,1226,0.301669
1027,1227,0.292739
1028,1228,0.28555
1029,1229,0.280509
1030,1230,0.277401
1031,1231,0.275168
1032,1232,0.274209
1033,1233,0.274433
1034,1234,0.275863
1035,1235,0.27816
1036,1236,0.281353
1037,1237,0.285428
1038,1238,0.290099
1039,1239,0.295852
1040,1240,0.301515
1041,1241,0.308416
1042,1242,0.315657
1043,1243,0.32305
1044,1244,0.330693
1045,1245,0.338593
1046,1246,0.346438
1047,1247,0.354564
1048,1248,0.362724
1049,1249,0.370478
1050,1250,0.377817
