,Wavelength,Throughput
813,1013,2.8213e-07
814,1014,2.8881e-07
815,1015,3.26607e-07
816,1016,3.10638e-07
817,1017,3.14054e-07
818,1018,2.89018e-07
819,1019,3.037e-07
820,1020,3.20011e-07
821,1021,2.53892e-07
822,1022,2.07331e-07
823,1023,2.15138e-07
824,1024,2.2627e-07
825,1025,2.29262e-07
826,1026,1.9979e-07
827,1027,3.38005e-07
828,1028,1.36864e-07
829,1029,2.17257e-07
830,1030,2.5288e-07
831,1031,1.81922e-07
832,1032,1.53862e-07
833,1033,2.46485e-07
834,1034,2.82414e-07
835,1035,2.61869e-07
836,1036,2.78328e-07
837,1037,3.25567e-07
838,1038,2.19416e-07
839,1039,3.31684e-07
840,1040,2.88617e-07
841,1041,2.18884e-07
842,1042,3.26786e-07
843,1043,3.02531e-07
844,1044,2.41337e-07
845,1045,3.65791e-07
846,1046,3.56228e-07
847,1047,3.13126e-07
848,1048,3.6282e-07
849,1049,3.58909e-07
850,1050,4.65361e-07
851,1051,4.71555e-07
852,1052,6.21931e-07
853,1053,5.37994e-07
854,1054,6.39725e-07
855,1055,6.69192e-07
856,1056,6.57045e-07
857,1057,7.47615e-07
858,1058,8.71844e-07
859,1059,8.77449e-07
860,1060,1.03047e-06
861,1061,1.21612e-06
862,1062,1.28958e-06
863,1063,1.4198e-06
864,1064,1.63073e-06
865,1065,1.90134e-06
866,1066,2.17339e-06
867,1067,2.45994e-06
868,1068,2.77423e-06
869,1069,3.1722e-06
870,1070,3.67849e-06
871,1071,4.1062e-06
872,1072,4.7374e-06
873,1073,5.59194e-06
874,1074,6.31959e-06
875,1075,7.42638e-06
876,1076,8.415e-06
877,1077,9.69782e-06
878,1078,1.13244e-05
879,1079,1.27946e-05
880,1080,1.45447e-05
881,1081,1.66039e-05
882,1082,1.88371e-05
883,1083,2.12139e-05
884,1084,2.3789e-05
885,1085,2.66347e-05
886,1086,2.97139e-05
887,1087,3.28623e-05
888,1088,3.65017e-05
889,1089,4.02614e-05
890,1090,4.44312e-05
891,1091,4.90247e-05
892,1092,5.42305e-05
893,1093,5.95886e-05
894,1094,6.59341e-05
895,1095,7.29339e-05
896,1096,8.0587e-05
897,1097,8.95537e-05
898,1098,9.95319e-05
899,1099,0.000110421
900,1100,0.000123125
901,1101,0.000136533
902,1102,0.000151685
903,1103,0.0001687
904,1104,0.000186429
905,1105,0.000204918
906,1106,0.000224103
907,1107,0.000242734
908,1108,0.000260565
909,1109,0.000276505
910,1110,0.000289397
911,1111,0.000299916
912,1112,0.000306911
913,1113,0.000311057
914,1114,0.000312828
915,1115,0.000313678
916,1116,0.000313695
917,1117,0.000313891
918,1118,0.000313462
919,1119,0.000313926
920,1120,0.000314038
921,1121,0.0003149
922,1122,0.000316606
923,1123,0.000318448
924,1124,0.000320689
925,1125,0.000323692
926,1126,0.00032799
927,1127,0.000332461
928,1128,0.000337255
929,1129,0.000342504
930,1130,0.000349138
931,1131,0.000356978
932,1132,0.000365319
933,1133,0.000373885
934,1134,0.000383592
935,1135,0.000393972
936,1136,0.000405817
937,1137,0.00041868
938,1138,0.000432563
939,1139,0.000447919
940,1140,0.00046382
941,1141,0.000481448
942,1142,0.000501444
943,1143,0.000522703
944,1144,0.000546383
945,1145,0.000571209
946,1146,0.000597675
947,1147,0.000628035
948,1148,0.000659492
949,1149,0.000695201
950,1150,0.000733701
951,1151,0.000775177
952,1152,0.000820429
953,1153,0.000870079
954,1154,0.000923735
955,1155,0.000982875
956,1156,0.00104723
957,1157,0.00111981
958,1158,0.00119686
959,1159,0.00127953
960,1160,0.00137231
961,1161,0.00146964
962,1162,0.0015775
963,1163,0.00169764
964,1164,0.00182375
965,1165,0.00195954
966,1166,0.00211297
967,1167,0.00227017
968,1168,0.00244339
969,1169,0.00262665
970,1170,0.00281272
971,1171,0.00301374
972,1172,0.0032298
973,1173,0.00345163
974,1174,0.00367523
975,1175,0.00390356
976,1176,0.00413861
977,1177,0.00436342
978,1178,0.00459074
979,1179,0.00481124
980,1180,0.00501134
981,1181,0.00520133
982,1182,0.00538746
983,1183,0.0055508
984,1184,0.0056989
985,1185,0.00582905
986,1186,0.00594565
987,1187,0.006045
988,1188,0.00614463
989,1189,0.00620565
990,1190,0.00627345
991,1191,0.00632333
992,1192,0.00636194
993,1193,0.00641131
994,1194,0.00644927
995,1195,0.00648072
996,1196,0.00651724
997,1197,0.00655039
998,1198,0.0066001
999,1199,0.00664388
1000,1200,0.00670677
1001,1201,0.00677986
1002,1202,0.00685897
1003,1203,0.00694644
1004,1204,0.00704826
1005,1205,0.00715656
1006,1206,0.00728551
1007,1207,0.00743413
1008,1208,0.00759867
1009,1209,0.00777423
1010,1210,0.00798665
1011,1211,0.00820961
1012,1212,0.00846115
1013,1213,0.00874886
1014,1214,0.00905688
1015,1215,0.00939775
1016,1216,0.00978193
1017,1217,0.0101918
1018,1218,0.0106471
1019,1219,0.0111412
1020,1220,0.0117164
1021,1221,0.0123351
1022,1222,0.0130033
1023,1223,0.0137965
1024,1224,0.0146265
1025,1225,0.0155681
1026,1226,0.0166669
1027,1227,0.0178263
1028,1228,0.0191322
1029,1229,0.0206775
1030,1230,0.0223271
1031,1231,0.0242085
1032,1232,0.0263963
1033,1233,0.0287985
1034,1234,0.0316095
1035,1235,0.0348956
1036,1236,0.0386414
1037,1237,0.0429901
1038,1238,0.0479825
1039,1239,0.0539264
1040,1240,0.060901
1041,1241,0.0691256
1042,1242,0.0790717
1043,1243,0.090764
1044,1244,0.104986
1045,1245,0.122545
1046,1246,0.142927
1047,1247,0.16795
1048,1248,0.199342
1049,1249,0.236185
1050,1250,0.281712
