,Wavelength,Throughput
809,1009,5.67e-08
810,1010,3.033e-08
811,1011,3.96e-09
812,1012,2.908e-08
813,1013,5.42e-08
814,1014,6.54e-08
815,1015,7.66e-08
816,1016,1.08e-07
817,1017,7.68e-08
818,1018,3.31e-08
819,1019,1.39e-08
820,1020,6.67e-08
821,1021,4.21e-08
822,1022,4.21e-08
823,1023,1.75e-08
824,1024,1.18e-07
825,1025,8.2e-08
826,1026,7.3e-09
827,1027,5.14e-09
828,1028,1.08e-08
829,1029,5.66e-09
830,1030,6.25e-08
831,1031,3.58e-08
832,1032,1.18e-07
833,1033,3.8e-08
834,1034,1.1e-07
835,1035,5.44e-08
836,1036,1.57e-07
837,1037,2.03e-07
838,1038,2.2e-07
839,1039,4.94e-07
840,1040,6.44e-07
841,1041,9.26e-07
842,1042,1.02851e-06
843,1043,1.10279e-06
844,1044,1.02285e-06
845,1045,8.6e-07
846,1046,6.15e-07
847,1047,4.97e-07
848,1048,3.71e-07
849,1049,3.08e-07
850,1050,2.51e-07
851,1051,2.77e-07
852,1052,1.78e-07
853,1053,1.69e-07
854,1054,1.01e-07
855,1055,1.63e-07
856,1056,9.26e-08
857,1057,9e-08
858,1058,1.97e-07
859,1059,9.34e-08
860,1060,1.01e-07
861,1061,9.76e-08
862,1062,1.37e-07
863,1063,6.56e-08
864,1064,1.34e-07
865,1065,1.7e-07
866,1066,1.9e-07
867,1067,1.6e-07
868,1068,9.46e-08
869,1069,1.84e-07
870,1070,2.2e-07
871,1071,1.83e-07
872,1072,1.4e-07
873,1073,1.45e-07
874,1074,2.55e-07
875,1075,1.71e-07
876,1076,1.64e-07
877,1077,3.09e-07
878,1078,2.75e-07
879,1079,3.15e-07
880,1080,4.07e-07
881,1081,4.61e-07
882,1082,5.6e-07
883,1083,6.5e-07
884,1084,8.31e-07
885,1085,1.15431e-06
886,1086,1.37632e-06
887,1087,1.81882e-06
888,1088,2.45021e-06
889,1089,3.44063e-06
890,1090,4.8248e-06
891,1091,6.92781e-06
892,1092,9.89141e-06
893,1093,1.32759e-05
894,1094,1.57853e-05
895,1095,1.64225e-05
896,1096,1.48751e-05
897,1097,1.23593e-05
898,1098,9.94818e-06
899,1099,8.04533e-06
